Age,Fare,Parch,PassengerId,Pclass,Sex,SibSp,Survived,Ticket,Deck,Family_Size,Ticket_Frequency,Title,Sex_1,Sex_2
3,2,0,1090,2,male,0,,C.A. 31030,M,1,1,3,0.0,1.0
3,2,0,1091,3,female,0,,65305,M,1,1,2,1.0,0.0
3,3,0,1092,3,female,0,,36568,M,1,2,2,1.0,0.0
0,2,2,1093,3,male,0,,347080,M,3,3,1,0.0,1.0
5,4,0,1094,1,male,1,,PC 17757,ABC,2,5,0,0.0,1.0
1,3,1,1095,2,female,1,,26360,M,3,3,2,1.0,0.0
3,2,0,1096,2,male,0,,C.A. 34050,M,1,1,3,0.0,1.0
5,3,0,1097,1,male,0,,F.C. 12998,M,1,1,3,0.0,1.0
4,1,0,1098,3,female,0,,9232,M,1,1,2,1.0,0.0
3,2,0,1099,2,male,0,,28034,M,1,1,3,0.0,1.0
4,3,0,1100,1,female,0,,PC 17613,ABC,1,1,2,1.0,0.0
3,1,0,1101,3,male,0,,349250,M,1,1,3,0.0,1.0
4,3,0,1102,3,male,0,,C 4001,M,1,3,3,0.0,1.0
3,1,0,1103,3,male,0,,SOTON/O.Q. 3101308,M,1,1,3,0.0,1.0
2,4,0,1104,2,male,0,,S.O.C. 14879,M,1,7,3,0.0,1.0
5,3,0,1105,2,female,1,,24065,M,2,2,2,1.0,0.0
5,1,2,1106,3,female,4,,347091,M,7,1,2,1.0,0.0
5,4,0,1107,1,male,0,,113038,ABC,1,1,3,0.0,1.0
3,1,0,1108,3,female,0,,330924,M,1,1,2,1.0,0.0
5,4,1,1109,1,male,1,,36928,M,3,4,3,0.0,1.0
5,4,1,1110,1,female,1,,113503,ABC,3,5,2,1.0,0.0
3,2,0,1111,3,male,0,,32302,M,1,1,3,0.0,1.0
4,2,0,1112,2,female,1,,SC/PARIS 2148,M,2,1,2,1.0,0.0
3,2,0,1113,3,male,0,,342684,M,1,1,3,0.0,1.0
3,2,0,1114,2,female,0,,W./C. 14266,FG,1,1,2,1.0,0.0
3,1,0,1115,3,male,0,,350053,M,1,1,3,0.0,1.0
5,3,0,1116,1,female,0,,PC 17606,M,1,1,2,1.0,0.0
3,3,2,1117,3,female,0,,2661,M,3,3,2,1.0,0.0
3,1,0,1118,3,male,0,,350054,M,1,1,3,0.0,1.0
3,1,0,1119,3,female,0,,370368,M,1,1,2,1.0,0.0
5,3,0,1120,3,male,0,,C.A. 6212,M,1,2,3,0.0,1.0
5,2,0,1121,2,male,0,,242963,M,1,1,3,0.0,1.0
2,4,0,1122,2,male,0,,220845,M,1,5,3,0.0,1.0
3,3,0,1123,1,female,0,,113795,M,1,1,2,1.0,0.0
3,1,0,1124,3,male,1,,3101266,M,2,1,3,0.0,1.0
3,1,0,1125,3,male,0,,330971,M,1,1,3,0.0,1.0
5,4,0,1126,1,male,1,,PC 17599,ABC,2,2,3,0.0,1.0
3,1,0,1127,3,male,0,,350416,M,1,1,3,0.0,1.0
6,4,0,1128,1,male,1,,110813,DE,2,2,3,0.0,1.0
3,1,0,1129,3,male,0,,2679,M,1,1,3,0.0,1.0
2,2,1,1130,2,female,1,,250650,M,3,1,2,1.0,0.0
5,4,0,1131,1,female,1,,PC 17761,ABC,2,3,2,1.0,0.0
5,3,0,1132,1,female,0,,112377,M,1,1,2,1.0,0.0
5,3,2,1133,2,female,0,,237789,M,3,2,2,1.0,0.0
5,4,1,1134,1,male,1,,16966,DE,3,5,3,0.0,1.0
3,1,0,1135,3,male,0,,3470,M,1,1,3,0.0,1.0
3,3,2,1136,3,male,1,,W./C. 6607,M,4,4,1,0.0,1.0
5,4,0,1137,1,male,1,,17464,DE,2,2,3,0.0,1.0
3,3,0,1138,2,female,0,,F.C.C. 13534,M,1,2,2,1.0,0.0
5,4,1,1139,2,male,1,,28220,M,3,3,3,0.0,1.0
4,3,0,1140,2,female,1,,26707,M,2,2,2,1.0,0.0
3,2,0,1141,3,female,1,,2660,M,2,2,2,1.0,0.0
0,3,2,1142,2,female,1,,C.A. 34651,M,4,4,2,1.0,0.0
3,1,0,1143,3,male,0,,SOTON/O2 3101284,M,1,1,3,0.0,1.0
4,4,0,1144,1,male,1,,13508,ABC,2,2,3,0.0,1.0
3,2,0,1145,3,male,0,,7266,M,1,1,3,0.0,1.0
4,2,0,1146,3,male,0,,345775,M,1,1,3,0.0,1.0
3,1,0,1147,3,male,0,,C.A. 42795,M,1,1,3,0.0,1.0
3,1,0,1148,3,male,0,,AQ/4 3130,M,1,1,3,0.0,1.0
4,2,0,1149,3,male,0,,363611,M,1,1,3,0.0,1.0
3,2,0,1150,2,female,0,,28404,M,1,1,2,1.0,0.0
3,1,0,1151,3,male,0,,345501,M,1,1,3,0.0,1.0
5,3,0,1152,3,male,1,,345572,M,2,2,3,0.0,1.0
3,1,0,1153,3,male,0,,350410,M,1,1,3,0.0,1.0
4,3,2,1154,2,female,0,,29103,M,3,3,2,1.0,0.0
0,2,1,1155,3,female,1,,350405,M,3,2,2,1.0,0.0
4,2,0,1156,2,male,0,,C.A. 34644,M,1,1,3,0.0,1.0
3,1,0,1157,3,male,0,,349235,M,1,1,3,0.0,1.0
5,0,0,1158,1,male,0,,112051,M,1,1,3,0.0,1.0
3,1,0,1159,3,male,0,,C.A. 49867,M,1,1,3,0.0,1.0
3,2,0,1160,3,female,0,,A. 2. 39186,M,1,1,2,1.0,0.0
2,2,0,1161,3,male,0,,315095,M,1,1,3,0.0,1.0
5,4,0,1162,1,male,0,,13050,ABC,1,2,3,0.0,1.0
3,1,0,1163,3,male,0,,368573,M,1,1,3,0.0,1.0
4,4,0,1164,1,female,1,,13508,ABC,2,2,2,1.0,0.0
3,3,0,1165,3,female,1,,370371,M,2,2,2,1.0,0.0
3,1,0,1166,3,male,0,,2676,M,1,1,3,0.0,1.0
3,3,0,1167,2,female,1,,236853,M,2,2,2,1.0,0.0
4,2,0,1168,2,male,0,,SC 14888,M,1,1,3,0.0,1.0
5,3,0,1169,2,male,1,,2926,M,2,2,3,0.0,1.0
4,3,0,1170,2,male,1,,CA 31352,M,2,2,3,0.0,1.0
3,2,0,1171,2,male,0,,W./C. 14260,M,1,1,3,0.0,1.0
3,2,0,1172,3,female,0,,315085,M,1,1,2,1.0,0.0
0,2,1,1173,3,male,1,,SOTON/O.Q. 3101315,M,3,3,1,0.0,1.0
3,1,0,1174,3,female,0,,364859,M,1,1,2,1.0,0.0
1,3,1,1175,3,female,1,,2650,M,3,3,2,1.0,0.0
0,3,1,1176,3,female,1,,370129,M,3,3,2,1.0,0.0
5,1,0,1177,3,male,0,,A/5 21175,M,1,1,3,0.0,1.0
3,1,0,1178,3,male,0,,SOTON/O.Q. 3101314,M,1,1,3,0.0,1.0
3,4,0,1179,1,male,1,,21228,ABC,2,2,3,0.0,1.0
3,1,0,1180,3,male,0,,2655,FG,1,1,3,0.0,1.0
3,2,0,1181,3,male,0,,A/5 1478,M,1,1,3,0.0,1.0
5,4,0,1182,1,male,0,,PC 17607,M,1,1,3,0.0,1.0
4,1,0,1183,3,female,0,,382650,M,1,1,2,1.0,0.0
3,1,0,1184,3,male,0,,2652,M,1,1,3,0.0,1.0
5,4,1,1185,1,male,1,,33638,ABC,3,3,0,0.0,1.0
5,2,0,1186,3,male,0,,345771,M,1,1,3,0.0,1.0
4,1,0,1187,3,male,0,,349202,M,1,1,3,0.0,1.0
0,4,2,1188,2,female,1,,SC/Paris 2123,M,4,4,2,1.0,0.0
3,3,0,1189,3,male,2,,2662,M,3,3,3,0.0,1.0
4,4,0,1190,1,male,0,,113801,M,1,1,3,0.0,1.0
4,1,0,1191,3,male,0,,347467,M,1,1,3,0.0,1.0
4,1,0,1192,3,male,0,,347079,M,1,1,3,0.0,1.0
4,3,0,1193,2,male,0,,237735,DE,1,1,3,0.0,1.0
5,3,1,1194,2,male,0,,S.O./P.P. 2,M,2,2,3,0.0,1.0
3,2,0,1195,3,male,0,,315092,M,1,1,3,0.0,1.0
3,1,0,1196,3,female,0,,383123,M,1,1,2,1.0,0.0
6,3,1,1197,1,female,1,,112901,ABC,3,1,2,1.0,0.0
4,4,2,1198,1,male,1,,113781,ABC,4,6,3,0.0,1.0
0,2,1,1199,3,male,0,,392091,M,2,2,1,0.0,1.0
5,4,1,1200,1,male,1,,12749,ABC,3,4,3,0.0,1.0
5,2,0,1201,3,female,1,,350026,M,2,2,2,1.0,0.0
2,2,0,1202,3,male,0,,315091,M,1,1,3,0.0,1.0
3,1,0,1203,3,male,0,,2658,M,1,1,3,0.0,1.0
3,1,0,1204,3,male,0,,LP 1588,M,1,1,3,0.0,1.0
5,1,0,1205,3,female,0,,368364,M,1,1,2,1.0,0.0
5,4,0,1206,1,female,0,,PC 17760,ABC,1,4,2,1.0,0.0
2,1,0,1207,3,female,0,,AQ/3. 30631,M,1,1,2,1.0,0.0
5,4,0,1208,1,male,1,,PC 17569,ABC,2,3,3,0.0,1.0
3,2,0,1209,2,male,0,,28004,M,1,1,3,0.0,1.0
4,1,0,1210,3,male,0,,350408,M,1,1,3,0.0,1.0
3,4,0,1211,2,male,2,,C.A. 31029,M,3,3,3,0.0,1.0
4,1,0,1212,3,male,0,,347075,M,1,1,3,0.0,1.0
3,1,0,1213,3,male,0,,2654,FG,1,1,3,0.0,1.0
4,2,0,1214,2,male,0,,244368,FG,1,1,3,0.0,1.0
4,3,0,1215,1,male,0,,113790,M,1,1,3,0.0,1.0
5,4,0,1216,1,female,0,,24160,M,1,4,2,1.0,0.0
3,1,0,1217,3,male,0,,SOTON/O.Q. 3101309,M,1,1,3,0.0,1.0
1,4,1,1218,2,female,2,,230136,FG,4,4,2,1.0,0.0
5,4,0,1219,1,male,0,,PC 17585,M,1,2,3,0.0,1.0
4,3,0,1220,2,male,1,,2003,M,2,2,3,0.0,1.0
3,2,0,1221,2,male,0,,236854,M,1,1,3,0.0,1.0
5,4,2,1222,2,female,0,,C.A. 33112,M,3,4,2,1.0,0.0
5,3,0,1223,1,male,0,,PC 17580,ABC,1,1,3,0.0,1.0
3,1,0,1224,3,male,0,,2684,M,1,1,3,0.0,1.0
3,3,1,1225,3,female,1,,2653,M,3,3,2,1.0,0.0
4,1,0,1226,3,male,0,,349229,M,1,1,3,0.0,1.0
4,3,0,1227,1,male,0,,110469,ABC,1,1,3,0.0,1.0
4,2,0,1228,2,male,0,,244360,M,1,1,3,0.0,1.0
5,1,2,1229,3,male,0,,2675,M,3,1,3,0.0,1.0
3,4,0,1230,2,male,0,,C.A. 31029,M,1,3,3,0.0,1.0
3,1,0,1231,3,male,0,,2622,M,1,1,1,0.0,1.0
2,2,0,1232,2,male,0,,C.A. 15185,M,1,1,3,0.0,1.0
4,1,0,1233,3,male,0,,350403,M,1,1,3,0.0,1.0
3,4,9,1234,3,male,1,,CA. 2343,M,11,11,3,0.0,1.0
5,4,1,1235,1,female,0,,PC 17755,ABC,2,4,2,1.0,0.0
3,2,1,1236,3,male,1,,A/5. 851,M,3,3,1,0.0,1.0
2,1,0,1237,3,female,0,,348125,M,1,1,2,1.0,0.0
4,2,0,1238,2,male,0,,237670,M,1,1,3,0.0,1.0
5,1,0,1239,3,female,0,,2688,M,1,1,2,1.0,0.0
3,2,0,1240,2,male,0,,248726,M,1,1,3,0.0,1.0
4,3,0,1241,2,female,0,,F.C.C. 13528,M,1,2,2,1.0,0.0
5,4,1,1242,1,female,0,,PC 17759,DE,2,2,2,1.0,0.0
3,2,0,1243,2,male,0,,F.C.C. 13540,M,1,1,3,0.0,1.0
2,4,0,1244,2,male,0,,S.O.C. 14879,M,1,7,3,0.0,1.0
5,4,2,1245,2,male,1,,220845,M,4,5,3,0.0,1.0
0,3,2,1246,3,female,1,,C.A. 2315,M,4,4,2,1.0,0.0
5,3,0,1247,1,male,0,,113044,DE,1,1,3,0.0,1.0
5,4,0,1248,1,female,2,,11769,ABC,3,2,2,1.0,0.0
3,1,0,1249,3,male,0,,1222,M,1,1,3,0.0,1.0
3,1,0,1250,3,male,0,,368402,M,1,1,3,0.0,1.0
4,3,0,1251,3,female,1,,349910,M,2,2,2,1.0,0.0
2,4,2,1252,3,male,8,,CA. 2343,M,11,11,1,0.0,1.0
3,4,1,1253,2,female,1,,S.C./PARIS 2079,M,3,3,2,1.0,0.0
4,3,0,1254,2,female,0,,CA 31352,M,1,2,2,1.0,0.0
4,2,0,1255,3,male,0,,315083,M,1,1,3,0.0,1.0
3,4,0,1256,1,female,1,,11765,DE,2,2,2,1.0,0.0
3,4,9,1257,3,female,1,,CA. 2343,M,11,11,2,1.0,0.0
3,2,0,1258,3,male,1,,2689,M,2,2,3,0.0,1.0
3,4,0,1259,3,female,0,,3101295,M,1,7,2,1.0,0.0
5,4,1,1260,1,female,0,,112378,M,2,2,2,1.0,0.0
4,2,0,1261,2,male,0,,SC/PARIS 2147,M,1,1,3,0.0,1.0
3,2,0,1262,2,male,1,,28133,M,2,1,3,0.0,1.0
4,4,0,1263,1,female,0,,16966,DE,1,5,2,1.0,0.0
5,0,0,1264,1,male,0,,112058,ABC,1,2,3,0.0,1.0
5,2,0,1265,2,male,0,,248746,M,1,1,3,0.0,1.0
5,4,1,1266,1,female,1,,33638,ABC,3,3,2,1.0,0.0
5,4,0,1267,1,female,0,,PC 17608,M,1,7,2,1.0,0.0
3,2,0,1268,3,female,2,,315152,M,3,1,2,1.0,0.0
3,2,0,1269,2,male,0,,29107,M,1,1,3,0.0,1.0
5,4,0,1270,1,male,0,,680,ABC,1,1,3,0.0,1.0
0,4,2,1271,3,male,4,,347077,M,7,7,1,0.0,1.0
3,1,0,1272,3,male,0,,366713,M,1,1,3,0.0,1.0
4,1,0,1273,3,male,0,,330910,M,1,1,3,0.0,1.0
3,2,0,1274,3,female,0,,364498,M,1,2,2,1.0,0.0
3,3,0,1275,3,female,1,,376566,M,2,2,2,1.0,0.0
4,2,0,1276,2,male,0,,SC/PARIS 2159,M,1,1,3,0.0,1.0
3,4,2,1277,2,female,1,,220845,M,4,5,2,1.0,0.0
3,1,0,1278,3,male,0,,349911,M,1,1,3,0.0,1.0
5,2,0,1279,2,male,0,,244346,M,1,1,3,0.0,1.0
3,1,0,1280,3,male,0,,364858,M,1,1,3,0.0,1.0
1,3,1,1281,3,male,3,,349909,M,5,5,1,0.0,1.0
3,4,0,1282,1,male,0,,12749,ABC,1,4,3,0.0,1.0
5,4,1,1283,1,female,0,,PC 17592,DE,2,2,2,1.0,0.0
2,3,2,1284,3,male,0,,C.A. 2673,M,3,3,1,0.0,1.0
5,2,0,1285,2,male,0,,C.A. 30769,M,1,1,3,0.0,1.0
4,3,1,1286,3,male,3,,315153,M,5,3,3,0.0,1.0
2,4,0,1287,1,female,1,,13695,ABC,2,2,2,1.0,0.0
3,1,0,1288,3,male,0,,371109,M,1,1,3,0.0,1.0
5,4,1,1289,1,female,1,,13567,ABC,3,2,2,1.0,0.0
3,1,0,1290,3,male,0,,347065,M,1,1,3,0.0,1.0
4,1,0,1291,3,male,0,,21332,M,1,1,3,0.0,1.0
4,4,0,1292,1,female,0,,36928,ABC,1,4,2,1.0,0.0
5,3,0,1293,2,male,1,,28664,M,2,2,3,0.0,1.0
3,4,1,1294,1,female,0,,112378,M,2,2,2,1.0,0.0
2,4,0,1295,1,male,0,,113059,M,1,2,3,0.0,1.0
5,3,0,1296,1,male,1,,17765,DE,2,1,3,0.0,1.0
3,2,0,1297,2,male,0,,SC/PARIS 2166,DE,1,1,3,0.0,1.0
3,2,0,1298,2,male,1,,28666,M,2,1,3,0.0,1.0
5,4,1,1299,1,male,1,,113503,ABC,3,5,3,0.0,1.0
3,1,0,1300,3,female,0,,334915,M,1,1,2,1.0,0.0
0,2,1,1301,3,female,1,,SOTON/O.Q. 3101315,M,3,3,2,1.0,0.0
3,1,0,1302,3,female,0,,365237,M,1,1,2,1.0,0.0
5,4,0,1303,1,female,1,,19928,ABC,2,3,2,1.0,0.0
4,1,0,1304,3,female,0,,347086,M,1,1,2,1.0,0.0
3,2,0,1305,3,male,0,,A.5. 3236,M,1,1,3,0.0,1.0
5,4,0,1306,1,female,0,,PC 17758,ABC,1,3,2,1.0,0.0
5,1,0,1307,3,male,0,,SOTON/O.Q. 3101262,M,1,1,3,0.0,1.0
3,2,0,1308,3,male,0,,359309,M,1,1,3,0.0,1.0
3,3,1,1309,3,male,1,,2668,M,3,3,1,0.0,1.0
